0.5964, 0.328801, 0.0861345
0.539334, 0.248068, 0.0450145
0.507504, 0.201379, 0.0210602
0.720658, 0.316164, 0.0755602
0.421176, 0.423391, 0.88317
0.496716, 0.360583, 0.823752
0.432286, 0.192017, 0.710701
0.250204, 0.157778, 0.827767
0.133485, 0.170518, 0.866027
0.71167, 0.223355, 0.523884
0.019806, 0.183231, 0.903119
0.343244, 0.498062, 0.919961
0.77825, 0.0999975, 0.676049
0.751317, 0.149304, 0.616621
0.612419, 0.299301, 0.599227
0.668512, 0.632464, 0.19595
0.636337, 0.357951, 0.34416
0.600926, 0.425419, 0.252722
0.659656, 0.65207, 0.200125
0.693445, 0.555854, 0.178167
0.631111, 0.274724, 0.516936
0.692414, 0.589481, 0.185153
0.689721, 0.472174, 0.147211
0.621756, 0.480191, 0.195838
