0, 1
0, 2
1, 6
2, 3
3, 4
4, 5
5, 7
6, 8
7, 30
8, 9
8, 10
10, 11
11, 12
11, 31
12, 13
13, 14
14, 15
15, 16
16, 17
17, 18
18, 19
18, 22
19, 20
20, 21
22, 23
23, 24
23, 26
24, 25
27, 28
27, 32
28, 30
29, 31
29, 33
