0, 5
1, 2
1, 4
2, 7
3, 5
3, 10
4, 6
6, 10
7, 8
8, 9
9, 27
11, 16
12, 15
12, 31
13, 16
13, 17
14, 16
14, 22
14, 28
18, 19
18, 26
19, 30
20, 30
20, 33
21, 23
21, 33
23, 24
23, 36
24, 25
25, 29
26, 31
27, 32
28, 32
28, 34
31, 32
31, 37
33, 35
36, 38
38, 39
39, 40
40, 41
40, 42
41, 43
41, 46
42, 44
45, 46
