0, 1
1, 2
4, 5
4, 11
6, 7
7, 8
8, 10
13, 9
13, 12
14, 5
17, 16
18, 15
20, 6
20, 9
20, 14
20, 16
21, 15
21, 19
22, 0
22, 3
22, 19
23, 17
23, 22
